project_id,fragment,char_location,type,keyword,label
31d07531968ded652fc3df4f7a4c10b3,d gives an audience an excellent theater experience while raising money for the fight against breast cancer.   All money raised through kickstarter goes to the actual,1950.0,battle,fight,tp.nan
31d07531968ded652fc3df4f7a4c10b3,"e Chester, goes to one of South Jersey's local radio stations to talk about her battle with cancer, the loss of her mother, and how people can help support the fight a",1265.0,battle,battle,tp.nan
a790b07c78a9fc74ca9b32ce8a12cee6,,,none,,tp.nan
2b61de8ac6914107af38f7895a7ffba2,,,none,,tp.nan
1b8b42574c7392b62af3af1cf1edc4bb,,,none,,tp.nan
16b0f804a1798e5076f67e0f584b1ce7,,,none,,tp.nan
7e388d8d39f4e0cb0d3383931293ac6a,"equipment we can't.  We are so grateful for your support!       After an 8-year battle with cancer, Colleen past away at the age of 51. Following the funeral, her son,",1134.0,battle,battle,tp.nan
14ffb3db532383295dd6421418f19c84,,,none,,tp.nan
40c591bb00239dbe4af51eb726633952,,,none,,tp.nan
4175d0ce58663b103755a06e541ab120," version
was published. It is a terrific resource for patients throughout their journey."" Gay Prescott, Vice President of
Development, Hope Cancer Resources",7449.0,journey,journey,tp.nan
c34de319e272e7f77c4973772da534dd,uched. Unfortunately my mother passed away from her cancer about a year after I beat mine. Needless to say I was pretty lost. A few months later it dawned on me what,2086.0,battle,beat,tp.nan
969f8bdab0b196419362aa01e5dacaff, unique story to tell. A son who lost his mother recently to Breast cancer. Her battle with breast cancer spanning an incredible 19 years. Michael was 4 when his mothe,166.0,battle,battle,tp.nan
6b6632e0f7626fa75aa8dd8b577b9b9f,"of four, I have memories of creating my own coping techniques to get through my battle with cancer. In this book, I have pulled from my memories and gone a step furthe",970.0,battle,battle,tp.nan
6b6632e0f7626fa75aa8dd8b577b9b9f,", Riley Hospital.  My book Sophie and the Hot Air Balloon is about a young girl battling childhood cancer. In this book Sophie has created her own coping techniques to h",727.0,battle,battling,tp.nan
4a65542c8333ec96d9c08efaf3a2679e,,,none,,tp.nan
890725b55ba5390068662f9f58adc21c,,,none,,tp.nan
e560d84c011490c2f7b0dbdc16c231d7,easy to understand with great tips to keep women feeling beautiful during their battle with cancer. The attention to sanitation and preventing infection made me confid,4571.0,battle,battle,tp.nan
e560d84c011490c2f7b0dbdc16c231d7,"such as websites, wigs options, prosthetics and products to ease my way on this journey, plus the women who have so graciously shared their stories, and so much more. T",3252.0,journey,journey,tp.nan
5fa363bff3a5f14f056a8fc6ad151e5d,"had just had his 3rd surgery.  He asked that I use organic ingredients known to fight cancer and to cook for him twice a day.  Previous to me cooking for him, his can",358.0,battle,fight,tp.nan
5b129203577848f247137087145974a6,,,none,,tp.nan
b9e83ab6f076d97487246b38a6b0464a,,,none,,tp.nan
5720b4564b810d9ef7a6d866335d96ba,,,none,,tp.nan
8397d98dfa89dd2e6ce6ecfa9a05d11c,"on, but I do believe some sort of goal must be in order to continue to live, to fight and strive.  My goal is to be published. It's simple, really.  I have begun to r",931.0,battle,fight,tp.nan
f51eab9680a7806b381a71474eedb257,,,none,,tp.nan
47c9b4f432daee541606f99e6b4a2ca1,,,none,,tp.nan
0d16291211c9880726915e02d9b5b813,,,none,,tp.nan
ca7b29cd1f92bcb0695da9b218e703a8,dly and aggressive breast cancer all in one boob! And I did what anyone who was fighting breast cancer would do: I wrote a rock musical about porn.* So You Wanna be a Po,387.0,battle,fighting,tp.nan
4759b267d1cbd90e3e297bbf3bdb7502,", humor, and heroes. But most importantly, it has a great section on foods that fight cancer and other life-threatening diseases and which are backed by credible scie",2054.0,battle,fight,tp.nan
4759b267d1cbd90e3e297bbf3bdb7502,70 percent of cancers can be prevented with diet alone).  Please join us in our fight against cancer by supporting this Kickstarter campaign. By helping us publish th,2591.0,battle,fight,tp.nan
4759b267d1cbd90e3e297bbf3bdb7502,"ifestyle could help.  For example, I came up with a diet where every ingredient fights cancer and I eliminated foods that fuel tumor growth or cause cellular inflammat",1123.0,battle,fights,tp.nan
4759b267d1cbd90e3e297bbf3bdb7502,e.  I’ve also included over 50 tasty recipes where every ingredient is a cancer-fighting food.  You can read sample chapters here: http://www.jefferyweaver.com/copy-of-b,2222.0,battle,fighting,tp.nan
4759b267d1cbd90e3e297bbf3bdb7502,"goal, we need to supply the body with the nutrients it requires, maximizing its fighting capacity and mobilizing all its resources, giving it a fighting chance!”  —Simon",4741.0,battle,fighting,tp.nan
4759b267d1cbd90e3e297bbf3bdb7502,"vement!!! . . . Reading this has deepened my commitment to adhering to a cancer-fighting diet.”  —Kay Ryals, PhD, Professor of English, Head of the Honors Program, Irvin",5494.0,battle,fighting,tp.nan
4759b267d1cbd90e3e297bbf3bdb7502,"d. To be honest, I just chronicled the true story of my wife, Susan, and how we battled her cancer and how her diagnosis completely altered our lives.  Susan’s story is",205.0,battle,battled,tp.nan
4759b267d1cbd90e3e297bbf3bdb7502,"She never cheated nor wavered . . . ever.  As a result, she started winning her war with cancer and, in the end, she managed to do something her doctors said was im",1665.0,battle,war,tp.nan
db2ebd1fe25fc4af52f0cd171ce4a116,,,none,,tp.nan
afa44e39d540c3fe200665020cf14616,,,none,,tp.nan
0f443b270ceb05b15997b9d00a522290,,,none,,tp.nan
5b28f265ab7077748f190a4bd0459656,,,none,,tp.nan
281967b0113caec932b6382f63b4ac0c,love them. My husband too. We quickly became so proud of my scars. They were my journey written on my skin. I can even say that I love my scars.,419.0,journey,journey,tp.nan
a0d9cfc264b91dbfff72e8bb947c42b7,,,none,,tp.nan
18e579f4b5982589507e8b62a674e0e9,,,none,,tp.nan
36ccaf48bbcc5604c8785f35a6af1655,,,none,,tp.nan
a5c996d621053d34fc4ef1afe1d0b2af,on Amazon to spread the word on what need to be done and changed Please help me fight this battle! I cant do it alone... the money is for me to go Full on with this a,1023.0,battle,fight,tp.nan
a5c996d621053d34fc4ef1afe1d0b2af,o spread the word on what need to be done and changed Please help me fight this battle! I cant do it alone... the money is for me to go Full on with this and take a Ti,1034.0,battle,battle,tp.nan
919ade8f9b0024c28c9f6b9de653cb40,,,none,,tp.nan
0f72a8d0ccc5c33859c6a4de9fc9d680,,,none,,tp.nan
0827b506e1a5ff6ba536d5e3667474c4,,,none,,tp.nan
f93d563cd73520246b17c2236a6e273f,,,none,,tp.nan
1ac66706f2de63bd990ac399900a41c3,,,none,,tp.nan
ff5e3bd5b159bac3fbf7527706be97c3,,,none,,tp.nan
5a87c668cf798a66df61f2382613119f,"e story of her sometimes quirky, sometimes poignant, always courageous,
soulful fight with cancer. We are
scheduled to premiere Sarah & The Dinosaur in March of 2012 ",784.0,battle,fight,tp.nan
5a87c668cf798a66df61f2382613119f," an unorthodox, funny, heartbreaking, and honest narrative of one
woman and her journey with cancer. In Sarah's world, this cancer has come to her in the form of a Dino",228.0,journey,journey,tp.nan
ff0fcff35102781d5de87bd4f4d5a46d,"  I was far away in the US Air Force and supported my mom over the phone as she fought, and won, her breast cancer battle.  Her treatment had been very successful (rad",327.0,battle,fought,tp.nan
ff0fcff35102781d5de87bd4f4d5a46d,"ed hormone manipulation to stop the growth.  Over the last 8 years now, she has fought a very good battle, but in truth, the cancer is slowly winning.  This year, in p",1179.0,battle,fought,tp.nan
ff0fcff35102781d5de87bd4f4d5a46d,"e and supported my mom over the phone as she fought, and won, her breast cancer battle.  Her treatment had been very successful (radiation) and after all the work was ",362.0,battle,battle,tp.nan
ff0fcff35102781d5de87bd4f4d5a46d,"tion to stop the growth.  Over the last 8 years now, she has fought a very good battle, but in truth, the cancer is slowly winning.  This year, in preparation for a ne",1198.0,battle,battle,tp.nan
93b169593a4c483e1d566f61a62f47b7,"king out our project! We are passionate about using high fashion as a medium to fight cancer.  I, Zofia, am a photochemist and a cancer researcher.  Jeremy is a cance",358.0,battle,fight,tp.nan
93b169593a4c483e1d566f61a62f47b7," for Cancer, an educational fashion fundraiser depicting the science behind the fight with cancer and supporting a local children’s oncology center. Ironically, in th",2426.0,battle,fight,tp.nan
93b169593a4c483e1d566f61a62f47b7,"hion, it is so much more — it is about educating the community and aiding those fighting the battle against cancer. The one-of-a-kind designs tell not only of science, b",2923.0,battle,fighting,tp.nan
93b169593a4c483e1d566f61a62f47b7,"o much more — it is about educating the community and aiding those fighting the battle against cancer. The one-of-a-kind designs tell not only of science, but also the",2936.0,battle,battle,tp.nan
de8085d711c6ad23429eae835c4e3279,,,none,,tp.nan
bf484d1080a348721c9b5883ff8b89d5,husiasts who need to minimize the amount of clothes they carry or wear of their journey. Our T1O2 materials are especially wonderful and safe for our Children and those,5519.0,journey,journey,tp.nan
b38a07adf9eefb8e2bf510a86e9abc70,,,none,,tp.nan
1a30993a9f1cf63fb6e3493689d7ead8,"o tell the story of my daughter's struggle with and her eventual winning of her battle with Leukemia (ALL). Once barely known to us, Grand Rapids quickly became the ce",227.0,battle,battle,tp.nan
1a30993a9f1cf63fb6e3493689d7ead8,"ck and white, printed on canvas, as they move into the chemotherapy part of her journey. Once the chemo is over, the photos will go back to color, printed on metal, and",1101.0,journey,journey,tp.nan
a0631f9103abeb581419e35bcbdb4b0b,,,none,,tp.nan
d87a3e2f762a7ac32f0ea6565d480493,,,none,,tp.nan
39b1e035b16701e255e43767d193067d," are many other costs I will be facing. I need to raise funds to help with this battle. I am undergoing surgery the week this Kickstarter begins, and facing the unknow",1166.0,battle,battle,tp.nan
84b3431da2cac1faa85fadd7efe74911,"arted a Facebook page to update everyone who was praying for my wife during her battle.  Along the way, I began sharing the story of how we met.  People were being add",513.0,battle,battle,tp.nan
84b3431da2cac1faa85fadd7efe74911,eling sorry for ourselves and to lean on God.  We prayed that He would make our journey meaningful no matter what the outcome.  We wanted it to matter and trusted that ,224.0,journey,journey,tp.nan
c8cbfd0ae673b333f0482aa98d8f63b6,,,none,,tp.nan
a569ac2cd89acd5f5e6e3c68de5283ef,,,none,,tp.nan
3212552efff2953fbc29bbd9590cd656,,,none,,tp.nan
5e887a936795e47cb86573203f4d9686,,,none,,tp.nan
51c3e56360bf03feb204056e07540693,"r eyes, whisper, horrible.Others
laugh, give me a high five, congratulate me on beating ovarian cancer.I don't think it’s an enemy that anyone
beats.I do not claim to b",5399.0,battle,beating,tp.nan
51c3e56360bf03feb204056e07540693,"ngratulate me on beating ovarian cancer.I don't think it’s an enemy that anyone
beats.I do not claim to be healed.Healing doesn't happen in one scimitar slash,
one fl",5462.0,battle,beats,tp.nan
51f57f178da13d1ed64fe5a3f3b4cf94,,,none,,tp.nan
e7feb1196315ebbaa5c364949a2db23e,"n. When she was 30, ovarian cancer left her unable to bear children. She is now fighting breast cancer and heart disease, as her mother lives out her last days in India.",651.0,battle,fighting,tp.nan
d610f6978acc03a3eafd6b4ca0f45dff, cancer patients is more then just a photo-book it's a story and hope for those fighting cancer it's remembrance for the family's and courage for the patients. a picture,118.0,battle,fighting,tp.nan
d610f6978acc03a3eafd6b4ca0f45dff,ple know better and have more knowledge about what cancer is and how people are fighting it.  My name is Harrison Mason I'm a professional portrait and street photograph,1883.0,battle,fighting,tp.nan
8397d98dfa89dd2e6ce6ecfa9a05d11c,,,none,,tp.nan
5a113a4bfef62e418cf128054759090e,,,none,,tp.nan
0b60f0dad86b93952dd34433472a0e26,,,none,,tp.nan
95bbdbbdd83277187d3434f4b037c915,,,none,,tp.nan
ce5d56b19c067e9306cb8f42da6e9773,,,none,,tp.nan
d91cadd93de1f40ed370e5f023372aae,,,none,,tp.nan
d1917dfb9da0c378d992b1f55cb166eb,,,none,,tp.nan
ff7c127aeee17edae03c824a0f9d4138,THE INSPIRATION I remember the times my mother smiled and laughed while she was battling Cancer. They were always when she received a card in the mail from a dear friend,802.0,battle,battling,tp.nan
8cd9f755df59dba9f8ea9abc1224f4fb,"esenting the first production of, "" Sweet O'l Mama, "" which will be my survival journey coming to you live on stage! In case your wondering, what's she talking about? Y",388.0,journey,journey,tp.nan
8cd9f755df59dba9f8ea9abc1224f4fb,"n only be found in the memoir, "" Till I Grow, "" which unravels my breast cancer journey, and other unbelievable life experiences.  I can not wait to sit in the audience",2366.0,journey,journey,tp.nan
7762f2a991600056682624cbeb7a563d,he country.  Cover Photo by Matt Misisco. Quincy lives alone in Los Angeles. He fights cancer alone. Quincy's goal has always been to reach people he doesn't know thro,5376.0,battle,fights,tp.nan
7249824c091c2b9ae32b5a8032f25fac,"After spending 2009 fighting cancer, I hope to now make art that helps myself and others heal. I would like t",20.0,battle,fighting,tp.nan
7249824c091c2b9ae32b5a8032f25fac,"f and others heal. I would like to create 15 paintings describing the spiritual journey of my illness: from discovering my cancer, to surgical removal/disfigurement of ",156.0,journey,journey,tp.nan
3e98f6fa3723130e6951702d99547cbb,,,none,,tp.nan
9d69e6921721bf18a7d565d0206f8fa3,,,none,,tp.nan
20cb3b1978d97a9ca2f7fb6cdbc2d61b,"ed through chemo, a bone marrow transplant, and the day to day struggle that is fighting cancer. On the verge of being diagnosed as cured, she/we lost her sister, who ha",911.0,battle,fighting,tp.nan
e9c3aa921089ae106cf13ffe65dd2c62," my life changed, taking a hard turn to the left when my mother first began her battle with breast cancer. Four years later, she was suffering from seizures due to bra",275.0,battle,battle,tp.nan
31919377053a6bba98b8e04839986df3," and declare that the kingdom of darkness, death and despair is defeated. Let's fight the Cancer. ",2425.0,battle,fight,tp.nan
71af4cef8f29ce596c215a9604bcb702,,,none,,tp.nan
0cd3fc716fab52bd4f64539077132f4c,,,none,,tp.nan
79cad727eb983573f72885e1755d5796,,,none,,tp.nan
987c9ead43c0c147df83d5f0d419711f,,,none,,tp.nan
3eac4eb0f62805782ebc5bab8f7cdb52,rt groups and paintings.  As a cancer survivor I want to help others with their journey.,200.0,journey,journey,tp.nan
f2b0e24c6f252ff80aacef1255450c4a,"es it is those who love us the most that are actually going through the hardest fight. When you are diagnosed with cancer, you feel like much of life has been taken f",4568.0,battle,fight,tp.nan
f2b0e24c6f252ff80aacef1255450c4a,"t-T to a person that needs one, and it will also show your unity and support in fighting cancer with them.  That is the reason all supPort-T's will look identical to Por",4140.0,battle,fighting,tp.nan
0bb453de2012135122c3c2c1585234d0,,,none,,tp.nan
c94ce9afd3aa0a2156e1435714ef4f81,"We created That Dragon, Cancer to tell the story of our son Joel and his 4-year fight against cancer. Our desire is to craft an adventure game that is poetic, playful",237.0,battle,fight,tp.nan
c94ce9afd3aa0a2156e1435714ef4f81,iscover the joy of Joel's laughter as they play through our family’s experience fighting this terrible dragon called Cancer.   The game is designed in the style of a 3d ,622.0,battle,fighting,tp.nan
1d46b6b32aac60f5a891e4309ccc5898,,,none,,tp.nan
89533edb8d90b86b4a33d606ceb00a52,"Hello All,  My project is to create an art book about my battle with
brain cancer told through artwork. It is titled The Art of Fighting Cancer.",57.0,battle,battle,tp.nan
89533edb8d90b86b4a33d606ceb00a52,"cancer specifically.  It will be a fun book with unique ways of
looking at this journey. I have already begun major work on this project and I
know it will turn out bea",1002.0,journey,journey,tp.nan
9e70de39128124abb3cff5b32f3fbcf9,,,none,,tp.nan
f0db7df80fecc0dd12bd7452f2fa6959,,,none,,tp.nan
f2b0e24c6f252ff80aacef1255450c4a,"mes it is those who love us the most that are actually going through the hardest fight. When you are diagnosed with cancer, you feel like much of life has been taken f",4567.0,battle,fight,tp.nan
f2b0e24c6f252ff80aacef1255450c4a,"rt-T to a person that needs one, and it will also show your unity and support in fighting cancer with them.  That is the reason all supPort-T's will look identical to Por",4139.0,battle,fighting,tp.nan
57f28d9c5db2e9960309a5925654a935,,,none,,tp.nan
02ff7791d78018a7ec155783c58294bb,"k? Bette Jane’s is named in
honor of my mother, Bette Jane Pearson, who lost her battle with breast cancer
30 years ago. Along with naming the brand in her honor we als",1919.0,battle,battle,tp.nan
2eb6629379e340ee16b586c3dbb0e669,,,none,,tp.nan
89ac372cd020abe412bc99a4a3328d37,,,none,,tp.nan
c9d8297974c5e5820e32e4c394774434,,,none,,tp.nan
0f32134cbdbe60a0d4291984f6b10e75,,,none,,tp.nan
9d80fe0f1eac3acea9896dc2fe1f32c3,"Cancer.  Leukemia.  It's a quiet fight and there is more myth than fact, more fear than hope, and definitely a huge gap",32.0,battle,fight,tp.nan
9d80fe0f1eac3acea9896dc2fe1f32c3,"ison.wordpress.com/2012/06/27/bone-marrow-math-revisited/ The first year of this fight, I documented by writing about it, blogging about it, and sharing my story on fa",983.0,battle,fight,tp.nan
9d80fe0f1eac3acea9896dc2fe1f32c3,u to everyone who has already been on this journey with me.  I have been able to fight this thing because I have the most amazing group of people in my life- such a st,3252.0,battle,fight,tp.nan
9d80fe0f1eac3acea9896dc2fe1f32c3,"orting this project, but also thank you to everyone who has already been on this journey with me.  I have been able to fight this thing because I have the most amazing g",3214.0,journey,journey,tp.nan
f973ae44ad8499dcbc3b8e1c54937737,"vors to restore
their passion and confidence.  Come be
a part of this incredible journey.  My
name is Heather Joie and I am a breast cancer survivor. The women in these ",194.0,journey,journey,tp.nan
69cbe5884c399527cbad7ce843584cae,"rand to grow into one uniformed family with love support and growth.   ""Wear the fight, Find the cure""  we want to spread awareness, build connections, supporting all ",191.0,battle,fight,tp.nan
0df814b3a84f059a0acced49b3143c5f,,,none,,tp.nan
29590e1e2973e17494daa6cec9067a48,,,none,,tp.nan
a9dcc365712e59e63b4a17da9b375761,,,none,,tp.nan
5ef4ed8ae2b9683a9078e2c8d5e06537," trips I've taken both solo and with my husband, Merwyn. About the project: The ""journey"" in the title of my project has multiple meanings. There's cancer's metaphorical",2529.0,journey,journey,tp.nan
5ef4ed8ae2b9683a9078e2c8d5e06537," in the title of my project has multiple meanings. There's cancer's metaphorical journey that I found myself on almost five years ago at age 27. Unlike most journeys, I ",2618.0,journey,journey,tp.nan
5ef4ed8ae2b9683a9078e2c8d5e06537,"erpetually on board. For my project, I will embark on a physical (and spiritual) journey, by way of the American railroad. I'll travel across the country for about one m",2891.0,journey,journey,tp.nan
f6d2002b39acfaa2461f8b782be07348,,,none,,tp.nan
e86a5e42a65bb55a4e78f2f08d699731,,,none,,tp.nan
690ad75cf22ef577f3216bd8a6160fc6,,,none,,tp.nan
644b55da33e3f8dc5e2918ebba60e7ec,,,none,,tp.nan
d711d3f43a17de16fb2cd638cd86b510,,,none,,tp.nan
c2c080f8696152a54d3fbaf7405f3965,,,none,,tp.nan
fa3ea9c8582a8326f60d23e70dcf1615,,,none,,tp.nan
0457fdf8b1852cd5294b50634b31b2f3,tired of sitting on the sideline wondering if there is something I can do in the fight against cancer.  Together we can make a difference. Thank you!,7204.0,battle,fight,tp.nan
08ed669adc3d8c675db38237d80ee4a9,,,none,,tp.nan
f31a27bc2f177fab43ce1705708b4b8d,,,none,,tp.nan
9026d0b730c880c3b03a1f47b79765b8," relationship lasting a mere eighteen months.

Together they complete a daunting journey touched by humour, compassion, fear, support, anger and utter frustration. Most ",970.0,journey,journey,tp.nan
1b3a30b332a9027d705482e57213cea9," December 30, 2014. On January 5, 2015 Michelle Driver lost her long and lengthy battle to Cancer at the young age of 43. STORY: I am heading the project of producing K",151.0,battle,battle,tp.nan
80ff299eac96d6fdbc611dd8508b81f8,,,none,,tp.nan
9185a6e4530e61e2c3919f016eaf0b43,"ething we often take for granted, until ... And we all know people that have had battles with cancer, and we all lost people to cancer. The writer of this film - Andrew ",1884.0,battle,battles,tp.nan
231fac5d4c282bd770451c5bc1a48580,"uld be a good outlet for my fears. At the time, we were still hopeful Lisa could beat the disease and live a long life. During the next ten months there were a series",569.0,battle,beat,tp.nan
71747fe90905bacf4c0c276703c4626b,,,none,,tp.nan
df22ce3fe6802da05e3a2c038ea535e5," I Want To Help I want to interview cancer survivors, after seeing my own family fight cancer, in an attempt to spread some hope.  I want to use the microphone to dig ",83.0,battle,fight,tp.nan
df22ce3fe6802da05e3a2c038ea535e5,"eople you surround yourself with. I want this podcast to be evidence that people beat cancer every day, in all places. I want the listener to hear these stories and t",430.0,battle,beat,tp.nan
df22ce3fe6802da05e3a2c038ea535e5,"for the very beginning: Season 1. Twelve stories guaranteed to shed new light on beating cancer.  And maybe, if you were just diagnosed, ease your mind and heart a bit. ",2069.0,battle,beating,tp.nan
d351698a3fd950dcd6a3fa4d41ea7ded,little.) But I've relied on the moral support of my family and friends during my journey. I'm relying on you all once again. I need to feel that this is a worthwhile pro,1045.0,journey,journey,tp.nan
20cb3b1978d97a9ca2f7fb6cdbc2d61b,"red through chemo, a bone marrow transplant, and the day to day struggle that is fighting cancer. On the verge of being diagnosed as cured, she/we lost her sister, who ha",910.0,battle,fighting,tp.nan
9650fef2af6be37212ac01c85ba6be46,,,none,,tp.nan
4fdf97a6a6a7c82e5ae6337f79dfb9f7," OF HOPE DETAILED SYNOPSIS: Lacey Smith (Emma Lyle), a young child whom has been battling leukemia, gets visited by her loving father Martin (Elijah Chester). As she beco",285.0,battle,battling,tp.nan
4fdf97a6a6a7c82e5ae6337f79dfb9f7, a short film titled 'Angel of Hope' that tells the story of a young girl who is battling leukemia. It showcases the bond between a father and daughter. There is only so ,1394.0,battle,battling,tp.nan
3fd88a77ed34fffecc6fd3d48044beba,,,none,,tp.nan
0acf6c4a57d3e55ce927209009ee58b3,"m of cancer located in her intestine. Supported by her daughter, she tenaciously fought it, repeatedly undergoing surgery to remove the tumorous mass and chemotherapy t",2649.0,battle,fought,tp.nan
98726bc5d20268805868b50b7f37d594,"which is what I wish to name this food business ""Causes"".  See, my Mother is now battling cancer for the 3rd time.  She is a Registered Nurse and she too spent many years",1574.0,battle,battling,tp.nan
af9a877b2ae1933be5cb55e9f171a189,,,none,,tp.nan
48cd243130ed58f5a3988d21416fe766,,,none,,tp.nan
3a6ebef0edc5b6ed6a83c272eea6f1d1,,,none,,tp.nan
297aa1c43ceada212dcbf29e76837a7b,"KO Breast Cancer is a campaign derived from Dana Russell's painting ""Fight Against Breast Cancer"".  The painting symbolizes what KO represents. KO stands f",68.0,battle,fight,tp.nan
297aa1c43ceada212dcbf29e76837a7b,"ir bare breasts from this enemy, cancer. Why boxing gloves? Because it’s time to fight! Not only fight, but beat cancer. We’re talkin’ KNOCKOUT! What is the KNOCKOUT? ",968.0,battle,fight,tp.nan
297aa1c43ceada212dcbf29e76837a7b,"from this enemy, cancer. Why boxing gloves? Because it’s time to fight! Not only fight, but beat cancer. We’re talkin’ KNOCKOUT! What is the KNOCKOUT? The KNOCKOUT is ",984.0,battle,fight,tp.nan
297aa1c43ceada212dcbf29e76837a7b,", all the participants’ photos are added to a collage of Dana's original image, ""Fight Against Breast Cancer"". Each and every woman and man that poses for the cause wi",2274.0,battle,fight,tp.nan
297aa1c43ceada212dcbf29e76837a7b,"nemy, cancer. Why boxing gloves? Because it’s time to fight! Not only fight, but beat cancer. We’re talkin’ KNOCKOUT! What is the KNOCKOUT? The KNOCKOUT is a breast c",995.0,battle,beat,tp.nan
297aa1c43ceada212dcbf29e76837a7b,"d wearing nothing but pink boxing gloves to protect their bare breasts from this enemy, cancer. Why boxing gloves? Because it’s time to fight! Not only fight, but beat",913.0,battle,enemy,tp.nan
fefbd2ba3d5e1edf062fbc5bac66efe8," for Literature in 2005. Pinter shared his entire life through writing, from his battle with cancer to his political activism. ",3064.0,battle,battle,tp.nan
4a50fbd60caeb5674a02ac3dc35ae0f2,,,none,,tp.nan
2e2c326eb2176aa9d32791d22d5d995c,,,none,,tp.nan
5ab16b5e649140ea8918c5b94daaed0d,age these women who would participate in our cause to show their support for the fight against Breast Cancer.,1240.0,battle,fight,tp.nan
506f99e5654f6e9728cd6363daa3348d,,,none,,tp.nan
a601c8efbb57147e98655c800c573cb7,,,none,,tp.nan
48cc9eaf61ec6aa14f821b1c6d00216e,,,none,,tp.nan
4fed63aa7334a0376a1e8588bc18b57b,"by children directly affected by cancer.  We can all do our part to help end the fight with cancer and by helping us complete our goal, we will be able to work togethe",1136.0,battle,fight,tp.nan
4fed63aa7334a0376a1e8588bc18b57b,o work together to prepare our youth with information and positivity to join the fight with us. Our group would be more than happy to answer any questions that you may,1289.0,battle,fight,tp.nan
4fed63aa7334a0376a1e8588bc18b57b,"nd more families around the globe. Our educational coloring book, Lucas the Lion Fights Leukemia, is meant to share information, but also the importance of forming a po",478.0,battle,fights,tp.nan
9ca407b125c236c8ffd7492890111860,,,none,,tp.nan
b649246e25f65bd12fd74a8738e1a314,"ranger, or remembering to say I love you to someone special. I died after a long battle with non-hodgkins lymphoma complicated by a second cancer, acute myeloid leukemi",875.0,battle,battle,tp.nan
ffd0d25b8ff69bdb002ad3469994cbe0,lly help get the word out about this movement and bring greater attention to the fight and plight of adolescents and young adults with cancer. Are you with us?? Your d,753.0,battle,fight,tp.nan
8e31f6411c397b7a8bd98ee463bf7c99,"ple, we've put on four shows so far that have raised thousands of dollars in the fight against cancer. We have done staged readings and concerts.  If you've been touch",1633.0,battle,fight,tp.nan
8e31f6411c397b7a8bd98ee463bf7c99,"n learns that he has testicular cancer and must go through several operations to battle it.  His cancer is personified as T.C., a character who sees himself differently",2535.0,battle,battle,tp.nan
8e31f6411c397b7a8bd98ee463bf7c99,"************************************************* Based on a true story of a man battling testicular cancer, ""Turning Thirty, The Musical"" is a journey of courage, love, ",1978.0,battle,battling,tp.nan
8e31f6411c397b7a8bd98ee463bf7c99," another major operation and many rounds of chemotherapy. Aggressively trying to beat the disease, we also struggled to bring a new life into the world. During this d",1176.0,battle,beat,tp.nan
b6326ae8890836d79a6675b60c65e823,,,none,,tp.nan
9a341195fea13ac951003daef00c291e,,,none,,tp.nan
866edbe94762fe82f9eb4eeb459510d7,,,none,,tp.nan
f4582aeb0fd0282fb2a64bf864a65ddf,,,none,,tp.nan
