ppt,donation,cond_sex,cond_metaphor,rt_consent,rt_check1,rt_check2,rt_instructions,rt_trial,rt_description,rt_pastdonations,rt_sympathy,rt_urgent,rt_self_cancer,rt_ff_cancer,rt_demographic,rt_age,rt_purpose,rt_feedback,rt_debrief,total_time,check1,check2,description,past_donations,urgent,sympathy,self_cancer,ff_cancer,gender,education,socioeconomic,english,age,purpose,feedback
02ph1aoqxvclxfsyfmrp,30,male,literal,26159,4199,5799,36525,102856,119482,206085,6158,6206,2523,68689,13371,4663,68474,1587,39719,713174,1,2,Jason is a kind person who after undergoing a thyroid surgery was found to have Stage II Lymphoma. He is going through chemo and will be receiving treatment for the next 3-4 months.,12,5,6,N,N,M,M,50-75k,Y,31,How people's response to emotional situations influence their willingness to give towards charity,
02q77xlpynuxgy7zlvru,20,female,literal,60821,2187,2551,32703,20836,16417,6120,2735,4578,2562,2076,12007,2701,37635,4042,7696,218374,1,2,Jennifer is suffering from lymphoma and needs help.,0,5,6,N,Y,F,HS,<10k,Y,20,What receiving the remainder of the money after donation does to amounts donated,No
02rhcpfkzrzrrxk4x7dy,10,male,journey,10335,4258,5366,45788,82506,122903,8875,14209,6360,4099,4289,13038,5772,211652,191007,11070,742113,1,2,He is suffering from stage 2 Lymphoma and undergoing very difficult and challenging treatment. His friend is trying to raise some money to help him with the expenses.,3,6,5,N,Y,M,A,75-100k,Y,58,"How much if any sympathy one has for Jason and how much they are willing to give. I doubt I will win the drawing anyway. Of all the drawings I have been entered in I have never, ever won even one time.

Cancer runs in my family. My dad, brother, 2 uncles and one aunt have all died of cancer. I am sure I will too, it's not if but rather when.",My dad died of anaplastic thyroid cancer just 5 weeks from date of diagnosis. My brother died of renal cancer just 6 weeks from date of diagnosis. My grandmother died a horrible agonizing death from breast cancer.I could go on but enough.
02w1od3le5ku002tk2fb,30,male,journey,9574,3951,4183,58470,157097,96009,13302,5400,6594,3451,5701,18072,5490,22109,6526,15976,432439,1,2,Jason is having his own battle and we as people of compassion should help our fellow man.  its not just about being nice but to pass along a kind of kindness to someone any way we can help.,1,6,6,N,N,M,B,25-50k,Y,37,to see how many people would donate to a cause and how much.,"NA"
02wb69b0gjrny3gztupu,5,female,literal,6670,4525,4561,44061,63074,112639,5969,6010,2925,2211,2371,14299,3801,3928,5829,2982,286323,1,2,This girl Jennifer recently went through a complicated thyroid surgery and now she found out she has Stage II Lymphoma. She will have to go through many treatments and the costs for all of this will be a lot. Her friend is helping her by raising some money.,5,3,6,N,N,M,B,25-50k,Y,30,I'm not sure.,Enjoyed the survey. :)
034ny1a5eppvxs0f7ntk,15,male,battle,19652,4549,6673,86081,142829,150657,19154,10138,10473,28774,4872,32682,7480,47554,6734,32190,617211,1,2,Jason is a warrior battling  a disease  most are afraid  of and he needs support from his friends. Sand with him.,0,3,3,N,N,M,A,10-25k,Y,27,Reaction towards the needy,
03bnn6lpjtfstdm64xua,40,female,literal,11785,2704,1397,5212,9490,37223,4261,4642,4168,2774,3287,8258,5377,2860,1958,30947,137404,2,3,it is a situation that all friends are facing in this period,5,5,4,N,N,M,M,50-75k,Y,30,,
03heyr3arpywje58p7zz,40,female,literal,7321,3718,5141,12607,11180,72095,5239,5036,6221,4720,2450,11440,12435,87096,7943,3793,258827,1,2,to explain the situation. to feel her situation. do understand the problems ,1,4,4,N,N,F,B,50-75k,Y,29,To Reading a passage and responding to questions known about the attention ,good
03o5ppq1zwj5qltrpt09,10,female,battle,18369,2557,3759,45940,65687,23699,7254,5490,4211,3680,3860,17586,8748,30022,3147,27202,271524,1,2,she has lymphoma.she is taking chemo every 21 days for 3-4 months. ,1,5,6,N,Y,F,B,50-75k,Y,31,sympathy to other individuals ,no
03qdcerpjzz6v4mktu98,30,female,literal,6904,15510,1497,90299,300273,102333,11138,11234,5327,3042,5588,11411,4149,23839,1912,29690,624545,1,2,"Jennifer is going through something that few people ever have to go through, both physically, emotionally, and mentally. She needs all the help she needs get to pay for this treatment to help her through it.",5,6,6,N,Y,M,HS,10-25k,Y,23,People's response toward another's hard time?,
03ttadlplktgjgjq51er,5,female,battle,34695,4840,4770,40168,45731,19279,12849,9067,5500,5416,5140,15142,5139,3990,1630,7035,221707,1,2,a pathetic situation,1,5,4,N,N,M,B,25-50k,Y,45,,
03ubbkkt9vpbhvozr5s1,45,male,literal,3261,1399,994,3352,6883,55399,2708,1886,7662,2394,2359,9292,3943,34008,1878,1197,138670,1,2,A man named Jason is suffering from stage two lymphoma. He needs help in fighting this horrible disease.,22.381,6,6,N,N,M,HS,50-75k,Y,25,I think it was a sympathy test to see how much we would donate.,
046m2ts96dkq043rgyc4,30,male,journey,8705,2859,3839,53992,71791,52958,8327,5678,9335,3398,4013,15178,5478,31951,41320,45089,364552,1,2,A guy named Jason had thyroid surgery and found out he had cancer.  He is now undergoing treatment it is so sad I couldn't imagine.,6,5,6,N,Y,M,B,50-75k,Y,38,How much people are willing to share based on their experiences with an illness before.,It would be interesting to know the average donation.  Just curious about how people react.  Anyway thank you for letting me be a part of the study.
04cjrd62uaqxx40vt6tj,35,female,literal,13198,7568,8309,24125,22992,54750,9278,5556,19924,7380,4504,15557,7139,3006,4356,12157,221150,1,3,iam suffort my friend,1,5,4,Y,Y,M,B,50-75k,Y,43,,
04majoq9qoch9zukq6gu,50,male,journey,17365,2966,4056,50348,59266,71842,8000,5713,28257,4997,2912,20729,4922,73809,8082,39732,403393,1,2,Jason is undergoing treatment for Lymphoma.  The treatments are multiple times a week and he has experienced many negative side effects from similar treatment in the past.,40,4,6,N,Y,F,B,75-100k,Y,28,Generosity vs self-interest ,
04y418ty3q857eepbtno,50,male,journey,98980,3588,6023,65589,84106,56392,19785,11707,33327,5916,4557,15665,5413,97312,12943,64643,586459,1,2,Jason has cancer. They are having a fundraiser to help with costs.,0,3,6,N,Y,M,HS,10-25k,Y,40,Whether or not I would opt to help a stranger over enriching myself. Maybe.,Not particularly.
0534yky6zuwsmn800fjo,35,female,journey,29883,16172,6393,76541,173998,357639,15315,8442,7067,5929,10257,18516,4984,74090,17003,21524,844267,1,2,"I would say since my friend Jennifer found out she had cancer she has been undergoing brutal chemotherapy treatment which has been quite hard on her as far as side effects go, she has no energy and she will feel this way until chemo is over, she has a long road to go , but I feel she will be on her way to feeling better.",1,6,6,Y,Y,F,HS,25-50k,Y,61,How sympathetic one would be hearing her story and if it would make them donate more because of it,not at this time
05ooe6njuf2sua98ymwf,10,male,journey,15812,3617,342,59998,85489,161409,20602,5090,15359,7364,6354,21576,5039,3800,135,16176,428634,1,1,Jason has cancer and needs chemotherapy etc. He needs money to medical bills.,5,5,5,N,N,F,HS,<10k,N,43,,
05um4lnhstlkpxbfhbb1,2,male,battle,2608,1986,2631,7571,16525,26998,8526,4678,3159,3497,1900,6406,3529,2507,1327,2584,96648,1,2,Jason has lymphoma and needs financial help. His friend set up a donation page for him.,0,4,4,N,Y,F,B,25-50k,Y,26,,
0611deu608qk1msmz6x7,5,female,literal,17755,2536,2571,58603,53891,101870,7896,3734,4334,2864,2698,13865,4822,82536,2132,8812,371189,1,2,"She has a type of cancer that will require multiple courses of chemo therapy, and possibly radiation as well. As a result of this, a friend of hers is raising money to help cover her living expenses and these medical bills as well.",3,2,4,N,N,M,B,75-100k,Y,36,"Your level of concern for an individual suffering from cancer and in need of monetary assistance, versus your own desire to get additional money from this survey.",
06boe6rv3xkm3b4rwjth,40,female,journey,36598,3844,7078,54416,95654,95871,16151,4615,8878,6687,3310,12188,4038,220631,6359,23954,600892,1,2,Jennifer is someone who is recovering from cancer and needs help with daily things we do.  Ongoing recovery require treatment and that incurs cost and expenses.,6,4,5,N,N,M,B,100-150k,Y,45,How willing someone would give money to a stranger that needs it based on how much sympathy can be generated from a written article about the stranger's situation.,none
06s3c1omymrgt1j2bcyw,40,female,journey,24343,18301,13268,115143,104586,334475,22765,20525,10981,15164,6548,88917,12636,72086,9566,21326,892994,1,2,She affected by lymphoma. so please help her. If u help little money to her definitely she will recover.So please do all . ,3,6,6,N,N,F,B,25-50k,Y,28,crowdfunding campaign,Nice study
07axuo5ofrtbjhypqna3,10,female,journey,3625,1790,4422,5292,12740,65671,5758,2343,2979,1905,2139,17270,2874,1629,1350,12177,144530,1,2,"After undergoing thyroid surgery, Jennifer developed Stage II Lymphoma. She is now looking for financial support to fund the treatment.",0,5,6,N,Y,M,HS,10-25k,Y,25,,
07bzuoxdsxdwslg6ojq0,25,male,journey,4951,1607,2981,28503,50877,43584,3444,1841,3532,7110,1625,12415,3138,11262,6929,43109,227491,1,2,He has lymphoma. He's undergoing chemo and is doing ok but anticipates financial difficulty,0,2,3,N,Y,M,HS,25-50k,Y,37,Attention and charity,No
07njkuapmy2pgqjnk166,40,male,battle,6731,2515,3430,40584,55261,29455,5623,4511,8351,2350,2302,13195,3406,1912,1575,2303,183847,1,2,He is battling Lymphoma. He has a long battle ahead of him. This is going to be very expensive. ,15,5,5,N,Y,M,B,100-150k,Y,42,,
07ovr78rz5esdpdlefmr,30,female,battle,49119,3307,2854,6703,7094,142559,1751,3127,15982,2775,2287,6691,2598,6919,1888,2419,258350,1,2,Jennifer is suffering from Lymphoma. She is raising money to cover her expenses with hospital visits and chemo. ,2,4,6,N,Y,F,B,50-75k,Y,28,im not sure,
07szstfo0gpcp8sfzj72,36,female,journey,4714,3470,3459,10564,39197,28360,9088,5975,5166,5089,6628,9247,4411,2745,1569,2506,143137,1,2,"Jennifer has stage 2 lymphoma, and she is undergoing treatments for the near future.",1,5,5,N,Y,M,B,25-50k,Y,25,,
07xaj2tcnbd58lahuyfl,41,female,battle,4626,9062,5763,38709,33803,35063,17408,2816,4093,2736,3674,14594,19159,2950,1762,3596,200253,1,2,She is very ill and in need of help. Anything would be a plus.,4,5,4,N,Y,M,B,50-75k,Y,60,,
08g03pqwh2zsp0fjl82e,35,female,journey,11615,4685,4555,10138,12649,20491,4534,5858,9466,14117,7141,20166,13703,3304,5423,37762,188675,1,2,JENNIFER WAS SUFFERED VERY MUCH,2,4,5,N,N,M,B,10-25k,Y,34,,
08q1xxcejqwywbkfdypa,10,male,journey,31379,3020,6117,44789,101193,98474,11311,6266,9197,4218,5155,26149,5150,35180,10678,94423,492991,1,2,"He has cancer, lymphoma, and is receiving treatment every 21 days. His treatment lasts about 4-5 months, it's a struggle but his energy is back up and they're hoping he'll be able to walk towards end of treatment. His friend is raising money to support his treatment.",5,4,5,N,Y,F,HS,25-50k,Y,45,To see how generous people are with money they might win?,not at this time
09cv8ctqpkvdq2dvjrm1,50,male,literal,5562,4677,4781,76078,84076,81237,29850,4994,6735,3837,3622,27324,5934,28039,32103,62153,461917,1,2,"Jason is a guy with a very sweet heart that has been diagnosed with Thyroid cancer. 

He is receiving a lot of expensive treatments so that is why his best friend is raising money to help him",22.381,5,6,N,Y,F,B,50-75k,Y,28,To test an  email campaign for charity and understand how do we feel with those words,I think that would be nice if you add a little bit more urgency on the email
09f21ggqdc6ec3k85c1j,10,male,battle,38191,3055,3002,34657,50859,70234,29973,4962,22289,14306,2861,24871,4358,50259,2753,28280,385257,1,2,A person named Jason is undergoing chemo because he has a type of cancer and he could use donations to help cover the costs.,5,4,6,N,Y,M,HS,50-75k,Y,19,How compassionate people are if they've been in similar situations to people who are asking for donations.,
09t4a0ocg2475rlab3kp,1,female,battle,5060,1732,2370,34032,9744,10398,4663,2364,3003,1998,2200,9381,4112,1114,810,4552,98123,1,2,She has lymphoma. She is looking for help financially.,0,6,5,N,N,M,B,25-50k,Y,30,,
0a0p4wpgs59g9fvzxuex,40,male,journey,55162,3089,4352,49311,86092,66566,11513,5606,8059,2851,6370,22673,4111,36637,9121,87780,459789,1,2,"After a thyroid surgery, Jason was diagnosed with Stage II Lymphoma. Over the next 3-4 months, he will have to endure 21 days of chemotherapy as well as some local radiation. ",1,5,6,N,N,F,B,25-50k,Y,33,"In my opinion, you all were testing our thoughts on how much we would donate based on someone's story.",I have no additional feedback but thank you!
0a52d591cp1jveyouoha,25,male,literal,27560,1627,3231,24992,25909,29894,15350,4782,14214,2966,2366,11346,3198,42215,70680,36127,316831,1,2,Jason has a form of cancer. He is currently undergoing chemotherapy.,60,4,6,N,Y,M,B,100-150k,Y,45,Testing for relationship between personal experience and charity.,"I would definitely change the estimated timing on the survey. When I first saw ""60 minutes"", I almost decided not to even take the survey."
0afgzp178qednu3bq8as,25,male,literal,19892,2556,4511,44416,81631,90989,12847,9118,13383,6871,3534,15851,4895,42615,2352,8503,364518,1,2,Jason has Stage II cancer with other complications. He will need chemotherapy which will affect his everyday life for a while.  This campaign is intended to help with everyday expenses he will have difficulty meeting as a result of his condition ,5,2,4,N,Y,F,M,100-150k,Y,66,level of empathy ,
0ajaoxsy3347gmp5cazv,30,male,literal,5052,2635,1349,7785,7004,47542,4398,2900,3687,2949,2316,8969,7622,2180,1110,3606,112106,1,2,Jason fights with cancer and there is no one to help with him fund.So that it's appropriate to help him in that situation.,1,6,6,N,N,F,B,25-50k,Y,40,,
0anp7uywof2g9cq6vedg,30,male,literal,21317,1937,4981,30251,36978,59910,5916,2009,3576,3135,3637,10855,5171,17638,9469,16947,234177,1,2,Jason is suffering with emphysema and neeed our help. He has a heart of gold and he has always gone out of his way to help people. ,3,4,3,N,N,M,HS,10-25k,Y,28,What you think about charitable giving.,great study thanks a lot!
0azs22y8g9yjjj8eoq8h,0,male,journey,12500,3254,4582,49520,58621,29255,8582,5505,4423,3918,2183,9519,3790,2998,2775,4889,207112,1,2,It is pathetic and requires more attention and money to cure.,0,3,5,N,N,F,A,25-50k,Y,32,,
0b5mhtlbhg22asc5fwgd,4,female,journey,35129,2833,7495,90871,152176,64664,13114,9482,7615,13399,4165,22977,9834,5773,5265,14343,460006,1,2,A girl is stuffing from cancer. Her family needs help to pay for medical costs and treatments. ,0,6,6,N,N,M,HS,10-25k,Y,40,,
0bd6cwvr9ktc20r0we68,10,female,literal,5594,2092,43950,37908,45604,30456,7245,2906,6404,8884,2096,10327,3344,1539,1189,4823,214710,1,2,She is a very sweet girl who unfortunately has Lymphoma. She is fighting this disease currently and could use any help she could get.,2,6,6,N,N,M,HS,25-50k,Y,30,,
0be6p4cbao8npe21brb8,45,male,battle,18487,10945,4138,24349,18657,25774,6253,7138,8023,5142,4088,31113,7987,3958,11400,8474,196434,1,2,ITS VERY NICE AND MORE INTERESTING,6,4,5,N,N,F,B,25-50k,Y,36,,HAVE A NICE DAY
0bej8d882ty1ap9rx7aq,50,female,battle,26574,1800,2990,25880,45564,31159,10435,4876,6148,3905,2403,12498,3163,10133,4443,40445,232804,1,2,She has a tough few months ahead of  her.  She will be receiving treatments every 3 weeks and will have many associated expenses.,5,3,6,N,N,F,B,50-75k,Y,40,,na
0bzvpo4a3jd6ljjy6lzq,50,male,journey,8003,1360,1093,3928,26566,95903,7559,4196,3914,3996,2995,18899,3930,100887,57298,42667,383414,1,2,"Jason has stage two cancer that's targeting his lymphatic system, and is undergoing expensive treatments for said cancer. His friend is currently crowdfunding additional money to help Jason in this tough time.",0,5,6,N,Y,M,B,10-25k,Y,30,"My initial though would be testing how language is understood in context, which I suppose applies in this study. My take on it is this study more gauges people's morality and sense of empathy based on their interpretation of the used language.","Just that I, as a random data point I guess, hope more people are thinking like me and want to donate that money to someone with cancer who needs it direly."
0c0814qzbxjs3tr5r4w4,25,female,battle,8242,1708,2260,16734,42305,21654,8384,3388,4144,2346,2676,12027,4438,11857,2117,4843,150020,1,2,She has lymphoma and has several treatments ahead of her,0,5,6,N,Y,F,A,25-50k,Y,35,Human sympathy? ,
0cv2qrwjfz4nyatrqq2e,49,male,battle,17876,5448,10429,13188,26277,30866,15688,5764,10077,10933,3428,14957,5250,8516,6390,14687,200209,2,2,very nice person very nice friends,6,6,5,Y,Y,F,M,50-75k,Y,33,very nice,good
0cxvauc99l3nglm5e87h,4,female,literal,16529,3964,4082,34029,23486,37137,4197,5817,4077,3202,4327,8059,277464,2097,1829,5655,436459,1,2,Jennifer's situation is bad but still not terrible as many other people whom I have seen and helped.,4,3,4,N,N,F,B,25-50k,N,34,,
0daeatw9w9uvaq0lswkz,10,male,battle,89509,2863,12620,54553,344594,293808,13750,75542,9590,4590,3997,22090,10877,12064,2310,62483,1015637,1,2,Jason a young man full of life is battling stage 2 lymphoma. He seems upbeat with his prognosis and is determined never to loose the fight. He is in much distress and needs all the help he can get financially to pull through the coming months. ,2,5,6,N,N,F,B,50-75k,Y,40,,
0dbx24rfon70evxukfq3,32,female,journey,107808,1852,2774,3625,7071,9668,3316,5446,19118,1733,2848,6894,3800,1547,761,22069,200706,1,2,I thought it was a managable situation.,4,3,3,N,N,M,P,100-150k,Y,27,,
0dm0ls3o72q87xjzattl,40,female,battle,27745,7040,11737,28396,17246,137495,5747,6908,17238,5467,4151,16507,9078,3217,2033,7575,310010,1,3,soft and smooth,3,4,5,Y,Y,M,B,25-50k,Y,41,,
0dxy2yx0mw3c53mpxxsx,49,male,journey,26514,2206,3395,41661,76419,57894,6309,4856,6376,5400,3903,16166,5554,17079,2482,20357,297364,1,2,A hardworking friend has been diagnosed with cancer and his friend wants to help him with medical expenses. ,20,6,6,N,Y,F,B,50-75k,Y,26,I think you were testing people's compassion when it comes to winning,
0ems0dg7r4bsw61dut1n,10,male,battle,11666,2888,4094,32998,72581,36761,7331,3563,3447,4094,2186,10390,3463,27885,1392,22174,247435,1,2,That yes he does have lyphoma but he is a fighter and he will get through this. ,4,5,4,N,Y,F,HS,10-25k,Y,58,How people will help people in a bad situation?,
0fcrvywbd2bo0sc3nmgg,25,male,battle,25320,3022,4990,26584,35198,21614,6007,6942,6637,3509,4061,13607,5054,22431,1847,33434,220591,1,2,He is sick and needs treatment. ,10,4,4,N,Y,F,B,75-100k,Y,55,Donation by empathy,
0fdjwy3cgz63zjt9ch2t,50,female,literal,33672,3797,9075,50635,41604,44900,5633,3629,25001,3019,4490,8498,4253,90943,1894,56266,387729,1,2,Jennifer has a thyroid surgery and it was discovered that she has cancer. She now has to undergo treatment. ,6,5,6,N,Y,F,B,50-75k,Y,28,Do those who have experienced or had a close family member experience an illness sympathize more. ,
0feruvplb87ellt7o5mh,50,male,battle,5750,1942,1375,23282,106279,84987,12895,4985,7990,8635,3793,20633,5175,40930,7007,7765,343897,1,2,theres a mn named jason i meet that really needs help with medical bills to help save his life if you have extra money that can help the cause please help,1,6,6,N,Y,F,HS,<10k,Y,38,to see if i was paying attention to what was said and going on in the article,no
0flx0cmrkzpdcw6quors,44,female,battle,20571,4527,7450,5294,9402,30162,3296,6036,18507,13291,4900,10709,23384,34918,19693,18128,232861,0,1,"Then, with the new understanding of the situation, Jon thought for a few ... and he went back down to the car to explain the situation to his frightened sister.",5,5,5,N,N,M,M,25-50k,Y,30,Reading a passage and responding to questions,good
0fyxu22ylgqut3oy5vhj,25,male,battle,10823,3008,3905,65583,79002,128645,11427,7466,7684,5046,2938,29896,3362,33884,23734,4859,421650,1,2,"He is fighting with the cancer and he has been through the pain and fatigue. But now, he is brave and energized again, and is ready to keep fighting and win his health back.",0,1,4,N,Y,F,HS,<10k,N,21,price of altruism depending on the wording of certain situation,It'll be great if the font of the passage can be larger for easy reading. 
0g1clg8bfjl7mw8032fz,29,male,journey,9242,3900,3182,35133,64605,37857,8902,4062,7152,8643,4907,29714,9692,11227,7170,6807,253435,1,2,"I feel very sad 
I try to cure my friend",10,4,4,N,Y,M,B,10-25k,Y,29,cancer,good
0g81rs9ujvyxgwx1bgw0,35,male,literal,10552,3929,5651,79109,22201,127487,11921,6357,6829,10316,7745,22167,4053,40073,2618,8253,369915,1,2,I would say that Jason's situation is very complicated and hard to open up to and talk about what is truly going on. It might be difficult to ask for help but also return the help as well. ,1,2,5,N,N,F,B,75-100k,Y,23,to understand peoples reaction and sympathy towards different types of difficulties in life that others experience. ,
0gdfnwv8fpqz0f7mamdj,19,female,battle,3669,2366,5213,8780,9393,25492,3847,2926,3434,2846,2507,114628,3245,1791,1486,2497,194612,1,2,It is a medical need that they have and a battle that they are fighting. They would need the money to help them fight their health battle.,3,2,4,N,N,M,A,25-50k,Y,31,,
0gu4jmkj6eldk2uooxwz,25,male,literal,111626,4866,5936,64874,8576,93791,27630,3983,29514,30328,4983,13230,5412,3701,2139,24340,435665,1,2,"Its really considerable to donate some amount, due to poor situation of jason.Always willing to donate these kind of persons ",5,4,4,N,Y,M,B,75-100k,Y,28,,
0gwslkbmos5qhsjpy0rr,17,female,literal,64385,5757,7371,102303,372724,209339,12057,8357,11692,6248,8490,22351,7760,77573,7088,122628,1056182,1,2,"1. Her health condition is actually so pathetic.She need fund assistance to cater for that.

2. She is diagnosed with a dangerous disease that require series of treatments.",5,5,4,N,Y,M,B,10-25k,Y,27,Readiness/Willingness in donating towards a charity. ,
0gyaoz03jplr7wux4owk,10,male,battle,4773,1933,2400,19411,10890,24826,4523,2070,2327,1679,2020,5758,2838,4354,1735,14644,106505,1,2,I would describe his situation as sad and unforunate. It's a sad situation to be in that is unfair and I do hope he gets help.,0,6,6,N,Y,F,B,50-75k,Y,25,how we view others in need,no
0h05cerru4yne3p603x2,25,female,journey,6719,2579,5358,17601,45909,27769,6127,3595,5627,3211,3278,11995,4826,3107,1113,2048,151303,1,2,i would say that Jennifer is going through a rough time and could use our help financially. ,2,6,6,N,N,F,B,>150k,Y,43,,
0h75qnzjjw3cmuh9vwj2,35,male,battle,3712,1796,2900,18252,10556,39357,5839,2835,4351,3188,1970,14411,2755,15199,4510,7013,139016,1,2,"Jason has lymphoma, but the medical bills are too high. he started a gofundme to help pay for the expensive medical bills.",0,6,6,N,Y,M,HS,<10k,Y,21,If people read beyond the title.,
0h7t4lz5t9wqjxcyvqc9,40,female,battle,25368,2556,4183,33313,76344,86804,5878,6185,15203,4488,2796,13783,4255,71348,2556,62179,417806,1,2,"Jennifer underwent a thyroid surgery, and was then diagnosed with stage 2 Leukemia. Her friend is asking for donations to help cover the financial costs of treatment.  ",5,5,4,N,Y,F,M,75-100k,Y,27,It's a interesting premise- that the difference between what you donate to Jennifer and $50 COULD be rewarded to you. It's an interesting morality question. ,
0hfczkrh30qgxs4m8jgu,25,female,battle,13201,2931,4188,55870,77587,72179,13637,3988,4797,2444,3355,13746,4203,18821,1901,6136,299527,1,2,There is a girl names Jennifer who has stage 2 lymphoma and is starting her fight.  Her best fried is asking for donations to help with all the expenses.,5,6,6,Y,Y,F,A,25-50k,Y,46,If I would feel sympathy for someone who is ill,
0hqq1omlnxyhl4xltyro,45,female,literal,24833,2653,4037,44120,72553,174120,9840,4039,3872,4503,3828,7619,3675,5509,1658,28418,395746,1,2,"Jennifer's situation is a very unfortunate one that she could have never foreseen or prevented. She is in dire need of assistance financial and emotionally. Hopefully, she will pull through this unfortunate event in her life and pay it forward. ",0,6,6,N,Y,M,HS,25-50k,Y,35,,
0hrms6z64kqfutxcf2ds,10,female,literal,24318,2317,3348,32312,50685,52382,6077,2995,4196,5307,2531,10500,3651,21875,3118,13077,239172,1,2,"She has Lymphoma, which I believe is a type of cancer. She is going through chemo and radiation therapy and is suffering from the side effects.",0,5,5,N,N,M,B,10-25k,Y,26,How altruistic people from different demographics are., 
0j7sd89q2za79djcr0c5,12,female,journey,20774,3482,2947,31093,34382,67296,5364,7154,7357,3553,3308,13732,3565,6065,60040,6842,277670,1,2,"Jennifer has lymphoma and is going through chemotherapy. I do not know what her insurance is like, 
or what it does and does not pay for.
(My wife is a cancer patient and has been gong through chemo for the last five years).",24,4,4,N,Y,M,B,25-50k,Y,55,not sure,"until the corona virus outbreak, my wife's chemo was in another state.
she had to travel once a month. the FDA has relaxed some of the regulations on clinical trials because of teh virus"
0jd4mmuhkbgwl4p78dv7,40,female,battle,65197,5573,2713,4550,8349,102509,3914,4525,5939,5204,12002,7745,4448,2845,7423,19111,264281,2,1,god,2,5,6,N,N,M,B,75-100k,Y,30,good,good
0jgby4bwwh07v5odafc4,20,male,literal,37705,2614,3588,25192,31319,105017,6709,2464,3724,4082,2211,30883,6478,1995,901,24395,290599,1,2,He is very sick and is currently undergoing treatment. His friend has started a fundraiser to help him cover other expenses while he undergoes treatment.,2,5,5,N,Y,M,HS,<10k,Y,20,,
